epoch,step,train_loss_step
0,49,10.042083740234375
0,99,8.8658447265625
0,149,8.52117919921875
0,199,8.146804809570312
0,249,7.7479705810546875
0,299,7.7630615234375
0,349,7.6748199462890625
0,399,7.952545166015625
0,449,7.4724273681640625
0,499,8.0458984375
0,549,7.604644775390625
0,599,8.010208129882812
0,649,7.963470458984375
0,699,8.21026611328125
0,749,8.026870727539062
0,799,7.9063568115234375
0,849,7.3390350341796875
0,899,7.868804931640625
0,949,7.082855224609375
0,999,7.94989013671875
0,1049,8.32806396484375
0,1099,8.145523071289062
0,1149,8.057281494140625
0,1199,7.9915313720703125
0,1249,7.668426513671875
0,1299,7.7843475341796875
0,1349,7.565216064453125
0,1399,8.514923095703125
0,1449,7.294586181640625
0,1499,7.885955810546875
0,1549,7.8047332763671875
0,1599,8.345138549804688
0,1649,7.8284149169921875
0,1699,8.046875
0,1749,7.6894378662109375
0,1799,8.278533935546875
0,1849,7.46038818359375
0,1899,8.412734985351562
0,1949,8.605865478515625
0,1999,8.787490844726562
0,2049,7.91058349609375
0,2099,7.810455322265625
0,2149,6.6441802978515625
0,2199,7.546661376953125
0,2249,7.4154510498046875
0,2299,7.4282379150390625
0,2349,7.48822021484375
0,2399,7.725250244140625
0,2449,7.5771331787109375
0,2499,7.4335479736328125
0,2549,7.951324462890625
0,2599,7.97857666015625
0,2649,7.4702606201171875
0,2699,7.8394775390625
0,2749,7.853546142578125
0,2799,7.669586181640625
0,2849,7.431854248046875
0,2899,7.7385406494140625
0,2949,7.8470001220703125
0,2999,8.307891845703125
0,3049,7.960723876953125
0,3099,7.817230224609375
0,3149,7.4917755126953125
0,3199,7.4214935302734375
0,3249,7.7880096435546875
0,3299,7.9356231689453125
0,3349,8.027694702148438
0,3399,8.49761962890625
0,3449,7.8693389892578125
0,3499,8.925735473632812
0,3549,7.6868133544921875
0,3599,8.284271240234375
0,3649,7.784942626953125
0,3699,8.016464233398438
0,3749,7.8012237548828125
0,3799,7.841552734375
0,3849,7.2391204833984375
0,3899,7.739593505859375
0,3949,7.8861541748046875
0,3999,7.7849884033203125
0,4049,7.816497802734375
0,4099,7.693145751953125
0,4149,8.043121337890625
0,4199,8.038803100585938
0,4249,7.8845672607421875
0,4299,7.4014434814453125
