epoch,step,train_loss_step
0,4349,7.58343505859375
0,4399,7.6059722900390625
0,4449,8.171493530273438
0,4499,7.4887237548828125
0,4549,8.812347412109375
0,4599,7.9268341064453125
0,4649,7.986785888671875
0,4699,8.132766723632812
0,4749,8.072738647460938
0,4799,8.240798950195312
0,4849,7.8930206298828125
0,4899,8.368743896484375
0,4949,7.88055419921875
0,4999,8.331192016601562
0,5049,8.316207885742188
0,5099,7.7398834228515625
0,5149,8.010116577148438
0,5199,7.8260040283203125
0,5249,7.6399688720703125
0,5299,7.747711181640625
0,5349,7.86126708984375
0,5399,8.415603637695312
0,5449,7.7076416015625
0,5499,7.819183349609375
0,5549,7.8493499755859375
0,5599,8.167953491210938
0,5649,8.186203002929688
0,5699,7.3608551025390625
0,5749,7.9248199462890625
0,5799,7.624176025390625
0,5849,7.5460662841796875
0,5899,7.5704345703125
0,5949,7.982940673828125
0,5999,8.214279174804688
0,6049,8.290206909179688
0,6099,8.0565185546875
0,6149,8.287673950195312
0,6199,7.742279052734375
0,6249,7.100982666015625
0,6299,8.0655517578125
0,6349,7.824859619140625
0,6399,8.03619384765625
0,6449,7.8676605224609375
0,6499,7.9696044921875
0,6549,7.658935546875
0,6599,7.985443115234375
0,6649,8.130752563476562
0,6699,8.240005493164062
0,6749,8.19146728515625
0,6799,7.2348480224609375
0,6849,7.9571533203125
0,6899,7.94281005859375
0,6949,7.6129150390625
0,6999,7.8830718994140625
0,7049,7.586822509765625
0,7099,7.9176025390625
0,7149,7.423126220703125
0,7199,7.72393798828125
0,7249,8.094451904296875
0,7299,7.0483856201171875
0,7349,7.8158111572265625
0,7399,8.229156494140625
0,7449,7.3105316162109375
0,7499,7.9611968994140625
0,7549,7.963226318359375
0,7599,7.98541259765625
0,7649,7.962188720703125
0,7699,7.5529327392578125
0,7749,8.047622680664062
0,7799,8.09765625
0,7849,7.9808349609375
0,7899,7.60931396484375
0,7949,7.715667724609375
0,7999,8.870285034179688
0,8049,7.5134124755859375
0,8099,8.161163330078125
0,8149,7.625762939453125
0,8199,7.6789398193359375
0,8249,7.9589996337890625
0,8299,7.5531463623046875
0,8349,7.4940185546875
0,8399,7.7858123779296875
0,8449,7.645965576171875
0,8499,7.66064453125
0,8549,7.6405487060546875
0,8599,7.5743408203125
0,8649,7.553192138671875
0,8699,7.68157958984375
0,8749,8.048538208007812
0,8799,6.6882781982421875
0,8849,7.8064117431640625
0,8899,7.6528167724609375
0,8949,7.94708251953125
0,8999,7.5543212890625
0,9049,8.027481079101562
0,9099,7.6619415283203125
0,9149,7.7763824462890625
0,9199,7.33245849609375
0,9249,7.6416778564453125
0,9299,7.920684814453125
0,9349,7.4300537109375
0,9399,7.5312652587890625
0,9449,7.81829833984375
0,9499,7.5689697265625
0,9549,7.3762054443359375
0,9599,7.43212890625
0,9649,8.441680908203125
0,9699,7.6477508544921875
0,9749,7.779266357421875
0,9799,7.8881378173828125
0,9849,7.467559814453125
0,9899,8.1158447265625
0,9949,6.8553924560546875
0,9999,7.9360809326171875
0,10049,7.609466552734375
0,10099,7.60797119140625
0,10149,7.6524505615234375
0,10199,6.6991729736328125
0,10249,8.069671630859375
0,10299,7.9960174560546875
0,10349,8.197006225585938
0,10399,8.222885131835938
0,10449,7.3693389892578125
0,10499,7.93121337890625
0,10549,7.2888946533203125
0,10599,7.679718017578125
0,10649,7.1979522705078125
0,10699,8.140701293945312
0,10749,7.760955810546875
0,10799,7.5224151611328125
0,10849,7.62164306640625
0,10899,7.513702392578125
0,10949,7.5600128173828125
0,10999,7.3519439697265625
0,11049,7.917724609375
0,11099,8.054168701171875
0,11149,7.9952545166015625
0,11199,7.3179168701171875
0,11249,7.8562469482421875
0,11299,7.7065582275390625
0,11349,7.47747802734375
0,11399,7.1775360107421875
0,11449,7.265716552734375
0,11499,7.8069000244140625
0,11549,7.312408447265625
0,11599,7.9698028564453125
0,11649,7.540069580078125
0,11699,7.7495574951171875
0,11749,8.223617553710938
0,11799,8.118820190429688
0,11849,8.111038208007812
0,11899,7.772674560546875
0,11949,7.605133056640625
0,11999,7.420654296875
0,12049,7.39373779296875
0,12099,7.597991943359375
0,12149,8.05706787109375
0,12199,7.80517578125
0,12249,7.6904144287109375
0,12299,7.2451171875
0,12349,7.5311737060546875
0,12399,7.4499969482421875
0,12449,7.1367340087890625
0,12499,7.751068115234375
0,12549,7.87420654296875
0,12599,7.7087249755859375
0,12649,7.88543701171875
0,12699,8.143020629882812
0,12749,8.006378173828125
0,12799,7.925079345703125
0,12849,7.8783721923828125
0,12899,7.76239013671875
0,12949,8.293045043945312
0,12999,8.380523681640625
0,13049,7.735382080078125
0,13099,7.551239013671875
0,13149,8.0540771484375
0,13199,8.205520629882812
0,13249,7.822479248046875
0,13299,7.6489410400390625
0,13349,7.0817718505859375
0,13399,8.314910888671875
0,13449,7.634033203125
0,13499,7.9147186279296875
0,13549,8.476181030273438
0,13599,8.0987548828125
0,13649,7.606536865234375
0,13699,7.903350830078125
0,13749,7.8582916259765625
0,13799,7.6050262451171875
0,13849,7.8238983154296875
0,13899,7.7991180419921875
0,13949,7.4686279296875
0,13999,7.633880615234375
0,14049,7.801849365234375
0,14099,7.236358642578125
0,14149,8.217147827148438
0,14199,7.9894561767578125
0,14249,7.9447479248046875
0,14299,7.736602783203125
0,14349,7.2998504638671875
0,14399,7.911102294921875
0,14449,7.5924835205078125
0,14499,7.735076904296875
0,14549,7.4875030517578125
0,14599,8.035812377929688
0,14649,7.5932464599609375
0,14699,8.91534423828125
0,14749,6.5942840576171875
0,14799,8.0177001953125
0,14849,7.4216766357421875
0,14899,7.6498260498046875
0,14949,7.5065460205078125
0,14999,7.3558197021484375
0,15049,7.7708740234375
0,15099,7.5813751220703125
0,15149,7.9627685546875
0,15199,8.058761596679688
0,15249,7.68511962890625
0,15299,8.42193603515625
